individualID,cfc_LMA_freshWeight,cfc_LMA_dryWeight,leafArea,leafMassPerArea,dryMassFraction,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,decimalLatitude,decimalLongitude,coordinateUncertainty,elevationUncertainty,clipLength,clipWidth,subsample1Height,subsample2Height,subsample3Height,cfc_elements_dryWeight,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,cfc_chlorophyll_freshWeight,extractChlAConc,extractChlBConc,extractCarotConc,nitrogenPercent,carbonPercent,CNratio,uid,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,cfcOnlyTag,supportingStemIndividualID,previouslyTaggedAs,taxonID,scientificName,plotType,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,baseCrownHeight,maxCrownDiameter,ninetyCrownDiameter
NEON.PLA.D07.GRSM.01924,2.97,0.88,19173.7,45.9,0.296,0.478,8.17,17.59,35.685524,-83.502249,20.1,0.19,NA,NA,27.6,NA,NA,0.476,0.159,1.38,1.762,0.369,0.186,280.5,50.5,9.4,32.6,17.3,0.1566,4.24,2.69,0.63,2.4,43.6,18.3,32d703b0-5fd1-426a-8d97-54b54a9b51f0,vst_GRSM_2015,D07,GRSM,GRSM_055,41,2,41,19,87.6,NA,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.5022485938111, 35.6855238590335)",273582.11633377185,3951955.5586374206,31.8,NA,NA,NA,NA
NEON.PLA.D07.ORNL.00848,5.66,1.088,21672.3,50.2,0.192,0.485,9.34,12.14,35.965869,-84.23064,20.2,0.28,NA,NA,2,NA,NA,0.105,0.144,0.93,0.493,0.234,0.105,619.5,60.1,5.6,24.7,18.6,0.0701,7.51,2.02,2.1,1.69,48.86,28.9,50bee286-cef8-4ca5-910c-9edfcd050a11,vst_ORNL_2014,D07,ORNL,ORNL_003,32,3,31,17,56.6,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.965802,-84.230754,WGS84,16N,749723.657,3983701.334,0.17,GeoXH 6000,256.13,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2307542731309, 35.9658021903957)",749737.8494136755,3983710.6921725813,13.5,3.9,NA,2,1.3
NEON.PLA.D07.ORNL.08004Z,3.29,1.262,16191.9,78,0.384,0.468,9.61,14.1,35.965869,-84.23064,20.2,0.28,NA,NA,22.3,NA,NA,0.102,0.121,0.006,0.034,0.002,0.098,927.1,55.5,6.8,16.3,12.2,0.0762,5.23,1.22,1.54,1.88,47.35,25.2,5d1467ec-865f-409e-9288-2d865c4415b6,vst_ORNL_2017,D07,ORNL,ORNL_003,39,NA,49,1.8,47,Y,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.965958,-84.230762,WGS84,16N,749722.476,3983718.625,0.24,GeoXH 6000,263.6,0.38,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2307619144208, 35.9659582055291)",749723.792436663,3983719.852597048,NA,NA,NA,NA,NA
NEON.PLA.D07.ORNL.00789,2.47,1.379,15797.6,87.3,0.558,0.46,9.68,13.56,35.965869,-84.23064,20.2,0.28,NA,NA,25.3,NA,NA,0.101,0.125,0.533,0.495,0.174,0.095,1305,58.6,6.6,18,11.2,0.08,3.89,0.76,1.29,1.76,47.98,27.3,51da8787-9d6b-4e76-a705-bc0c5c2a41a9,vst_ORNL_2014,D07,ORNL,ORNL_003,31,3,31,9,30.8,NA,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.965802,-84.230754,WGS84,16N,749723.657,3983701.334,0.17,GeoXH 6000,256.13,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2307542731309, 35.9658021903957)",749728.2653857839,3983709.0646390724,60.3,28.4,NA,19.1,13.6
NEON.PLA.D07.ORNL.01487,0.793,0.249,1433.1,173.8,0.314,0.446,16.1,17.07,35.974463,-84.22799,20.2,0.28,NA,NA,16.1,NA,NA,0.018,0.024,0.009,0.043,0.002,0.016,129.2,37.9,949.4,4.3,176.4,0.0994,3.85,1,1.12,1.2,50.18,41.9,d33fc396-0d85-43e2-a13a-954585aa3ce0,vst_ORNL_2014,D07,ORNL,ORNL_009,31,4,31,8.6,41.5,NA,NA,NA,PINUS,Pinus sp.,distributed,basePlot,35.974369,-84.228099,WGS84,16N,749936.112,3984658.668,0.19,GeoXH 6000,310.74,0.27,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.2280991982997, 35.9743690017537)",749941.8105324146,3984665.109019199,44,23.5,NA,9.6,7.5
NEON.PLA.D07.ORNL.01544,3.69,2.175,25441.2,85.5,0.59,0.478,4.52,11.86,35.974463,-84.22799,20.2,0.28,NA,NA,16.5,NA,NA,0.103,0.104,0.809,0.38,0.353,0.119,984.2,51.4,4.1,16.7,7.8,0.0748,3.72,1.2,1.07,1.6,46.85,29.3,0cdae0a2-6de1-4479-8386-a682bfe14c53,vst_ORNL_2014,D07,ORNL,ORNL_009,40,2,31,12.7,41.5,NA,NA,NA,NYSY,Nyssa sylvatica Marshall,distributed,basePlot,35.974369,-84.228099,WGS84,16N,749936.112,3984658.668,0.19,GeoXH 6000,310.74,0.27,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.2280991982997, 35.9743690017537)",749944.5272746123,3984668.179737654,29.3,19.7,NA,6.4,5
NEON.PLA.D07.ORNL.01527,3.236,1.789,20911.2,85.6,0.553,0.443,4.33,10.79,35.974463,-84.22799,20.2,0.28,NA,NA,4.8,NA,NA,0.102,0.112,0.955,0.299,0.165,0.106,967.7,31.3,4.6,23.9,8.5,0.083,2.85,0.75,1,1.3,46.28,35.7,72aa7283-c3ab-446f-961c-460bec47dc77,vst_ORNL_2014,D07,ORNL,ORNL_009,41,3,31,16.3,53.2,NA,NA,NA,NYSY,Nyssa sylvatica Marshall,distributed,basePlot,35.974369,-84.228099,WGS84,16N,749936.112,3984658.668,0.19,GeoXH 6000,310.74,0.27,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.2280991982997, 35.9743690017537)",749949.1639213464,3984668.432084656,NA,NA,NA,NA,NA
NEON.PLA.D07.ORNL.01527,3.236,1.789,20911.2,85.6,0.553,0.443,4.33,10.79,35.974463,-84.22799,20.2,0.28,NA,NA,4.8,NA,NA,0.102,0.112,0.955,0.299,0.165,0.106,967.7,31.3,4.6,23.9,8.5,0.083,2.85,0.75,1,1.3,46.28,35.7,7d1ef620-2ecd-4376-8d61-0b028fddb637,vst_ORNL_2017,D07,ORNL,ORNL_009,41,1,31,16.3,53.2,N,NA,NA,NYSY,Nyssa sylvatica Marshall,distributed,basePlot,35.974369,-84.228099,WGS84,16N,749936.112,3984658.668,0.19,GeoXH 6000,310.74,0.27,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.2280991982997, 35.9743690017537)",749949.1639213464,3984668.432084656,NA,NA,NA,NA,NA
NEON.PLA.D07.ORNL.00951,6.77,3.143,27796.8,113.1,0.464,0.454,18.07,16.89,35.982205,-84.212754,20.2,0.41,NA,NA,16.1,NA,NA,0.102,0.1,1.03,0.336,0.18,0.104,1983.6,46.6,5.2,30.4,9.1,0.0753,6.48,1.37,1.68,1.88,49.25,26.2,c4b9673e-8eb2-44cd-8d45-40b5a3af7087,vst_ORNL_2014,D07,ORNL,ORNL_002,32,1,31,11.6,76.3,N,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.982127,-84.212881,WGS84,16N,751283.986,3985558.558,0.15,GeoXH 6000,304.02,0.18,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2128814042377, 35.9821266139288)",751295.255969792,3985561.3053224944,45.5,25.9,NA,13.9,11.1
NEON.PLA.D07.ORNL.00951,6.77,3.143,27796.8,113.1,0.464,0.45,16.38,18.91,35.982205,-84.212754,20.2,0.41,NA,NA,16.1,NA,NA,0.102,0.1,1.03,0.336,0.18,0.104,1983.6,46.6,5.2,30.4,9.1,0.0753,6.48,1.37,1.68,1.88,49.25,26.2,c4b9673e-8eb2-44cd-8d45-40b5a3af7087,vst_ORNL_2014,D07,ORNL,ORNL_002,32,1,31,11.6,76.3,N,NA,NA,QUMO4,Quercus montana Willd.,distributed,basePlot,35.982127,-84.212881,WGS84,16N,751283.986,3985558.558,0.15,GeoXH 6000,304.02,0.18,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2128814042377, 35.9821266139288)",751295.255969792,3985561.3053224944,45.5,25.9,NA,13.9,11.1
NEON.PLA.D07.ORNL.00930,2.841,1.145,20184.5,56.7,0.403,0.457,10.05,11.87,35.982205,-84.212754,20.2,0.41,NA,NA,16.7,NA,NA,0.102,0.109,0.73,0.299,0.131,0.105,1049.6,50.9,8.9,19.4,17.9,0.0656,6.8,1.61,1.95,1.86,49.64,26.8,3326f9b5-79f1-42dd-a553-ce184ea7cae0,vst_ORNL_2014,D07,ORNL,ORNL_002,41,2,31,22,53.9,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.982127,-84.212881,WGS84,16N,751283.986,3985558.558,0.15,GeoXH 6000,304.02,0.18,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2128814042377, 35.9821266139288)",751301.7617774458,3985571.520319862,28.7,18.5,NA,11.7,8
NEON.PLA.D07.ORNL.00919,3.376,1.103,15494.5,71.2,0.327,0.483,19.79,14.78,35.982205,-84.212754,20.2,0.41,NA,NA,22.4,NA,NA,0.102,0.139,1.082,0.45,0.282,0.144,2451.4,62.1,9.5,17.3,27.9,0.0931,5.71,1.43,1.52,1.69,49.08,29,d8bfff97-54cc-4813-80d2-8e94591893be,vst_ORNL_2014,D07,ORNL,ORNL_002,40,4,49,7.5,119.4,N,NA,NA,LIST2,Liquidambar styraciflua L.,distributed,basePlot,35.982278,-84.212896,WGS84,16N,751282.233,3985575.273,0.25,GeoXH 6000,307.68,0.58,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2128955298045, 35.9822775886369)",751288.7671035834,3985571.591221848,32,25.7,NA,11,9.7
NEON.PLA.D07.ORNL.01558,0.898,0.304,1489.2,204.2,0.339,0.451,16.52,17.71,35.93025,-84.27011,20.2,0.28,NA,NA,15.3,NA,NA,0.101,0.092,0.702,0.126,0.092,0.062,1118.2,48.9,3.9,12.3,32.3,0.1153,1.9,0.65,0.7,0.81,50.66,62.5,a7342b15-17e7-42f3-b593-c04de34e91da,vst_ORNL_2014,D07,ORNL,ORNL_001,31,1,31,7.1,62,NA,NA,NA,PINUS,Pinus sp.,distributed,basePlot,35.930155,-84.270225,WGS84,16N,746274.169,3979645.711,0.19,GeoXH 6000,248.06,0.28,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2702247448205, 35.9301546342092)",746280.4379279093,3979649.0442480957,40.8,NA,NA,NA,NA
NEON.PLA.D07.ORNL.01558,0.898,0.304,1489.2,204.2,0.339,0.451,16.52,17.71,35.93025,-84.27011,20.2,0.28,NA,NA,15.3,NA,NA,0.103,0.093,0.674,0.134,0.087,0.062,1050,47.2,3.2,12,26.9,0.1153,1.9,0.65,0.7,0.81,50.66,62.5,a7342b15-17e7-42f3-b593-c04de34e91da,vst_ORNL_2014,D07,ORNL,ORNL_001,31,1,31,7.1,62,NA,NA,NA,PINUS,Pinus sp.,distributed,basePlot,35.930155,-84.270225,WGS84,16N,746274.169,3979645.711,0.19,GeoXH 6000,248.06,0.28,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2702247448205, 35.9301546342092)",746280.4379279093,3979649.0442480957,40.8,NA,NA,NA,NA
NEON.PLA.D07.ORNL.01581,3.136,1.454,20903,69.6,0.464,0.47,11.06,11.01,35.93025,-84.27011,20.2,0.28,NA,NA,4.6,NA,NA,0.102,0.091,0.566,0.279,0.142,0.094,1791.1,37.6,12,14,13,0.0811,7.8,2.43,2.38,1.6,49.47,31,b2dd77eb-de44-429a-9efa-302b524acd92,vst_ORNL_2014,D07,ORNL,ORNL_001,32,2,33,4,341.4,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.930154,-84.269994,WGS84,16N,746294.976,3979646.217,0.17,GeoXH 6000,245.97,0.27,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2699941922692, 35.9301539482023)",746293.7001627628,3979650.00807364,29.3,18.9,NA,9.6,7.6
NEON.PLA.D07.ORNL.02562,0.818,0.319,1431.8,222.7,0.39,0.494,19.23,15.54,35.916311,-84.26328,20.3,0.34,NA,NA,10.3,NA,NA,0.102,0.116,0.904,0.919,0.244,0.085,464.6,75.2,3,19,9.3,0.101,4.95,1.32,1.44,1.13,50.52,44.9,c3732163-be9a-418b-a7c2-74a78d33f5ff,vst_ORNL_2014,D07,ORNL,ORNL_027,31,2,41,7.3,179.4,NA,NA,NA,JUVI,Juniperus virginiana L.,distributed,basePlot,35.916311,-84.26328,WGS84,16N,746943.934,3978127.245,0.25,GeoXH 6000,245.64,0.34,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2632800166807, 35.9163107274864)",746944.0104440241,3978119.9454002636,30.6,17.4,NA,5.8,4.2
NEON.PLA.D07.ORNL.02647,0.585,0.179,957.6,186.6,0.305,0.457,20.42,15.65,35.916311,-84.26328,20.3,0.34,NA,NA,9.8,NA,NA,0.104,0.111,0.538,0.825,0.214,0.079,380,50,2.9,18.6,11.5,0.1019,2.91,0.73,0.87,1.09,50.34,46.3,b76afe93-140f-456f-82fa-0c5e80685d8c,vst_ORNL_2014,D07,ORNL,ORNL_027,32,3,41,1.8,16.8,NA,NA,NA,JUVI,Juniperus virginiana L.,distributed,basePlot,35.916311,-84.26328,WGS84,16N,746943.934,3978127.245,0.25,GeoXH 6000,245.64,0.34,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2632800166807, 35.9163107274864)",746944.4542572345,3978128.9681750955,36.7,16.8,NA,6.5,6
NEON.PLA.D07.ORNL.02648,0.671,0.242,1171.6,206.3,0.36,0.485,18.88,15.96,35.916311,-84.26328,20.3,0.34,NA,NA,13.2,NA,NA,0.103,0.105,0.716,1.095,0.289,0.103,716.9,73.3,3.1,17.6,11.9,0.1024,4.21,1.2,1.31,1.2,49.55,41.4,9e4cfce7-537b-4645-b9c2-28763feecb52,vst_ORNL_2014,D07,ORNL,ORNL_027,41,3,41,5.6,64.6,NA,NA,NA,JUVI,Juniperus virginiana L.,distributed,basePlot,35.916311,-84.26328,WGS84,16N,746943.934,3978127.245,0.25,GeoXH 6000,245.64,0.34,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2632800166807, 35.9163107274864)",746948.99267764,3978129.647036747,32,16.5,NA,5.8,5.2
NEON.PLA.D07.ORNL.00971,3.23,1.363,22818.4,59.7,0.422,0.444,9.91,16.66,35.907947,-84.275213,20.2,0.17,NA,NA,18.1,NA,NA,0.102,0.139,1.283,0.307,0.133,0.101,2327.9,59.5,7,21.2,12,0.0742,5.03,1.33,1.61,1.94,47.86,24.6,34f2022d-2af3-49c4-a51e-26f92730bd10,vst_ORNL_2014,D07,ORNL,ORNL_004,40,2,31,13.9,15.2,NA,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.907859,-84.275326,WGS84,16N,745882.922,3977159.048,0.15,GeoXH 6000,291.19,0.16,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2753257718357, 35.9078586466915)",745886.5664295831,3977172.461729273,58.3,29,NA,14.5,13.5
NEON.PLA.D07.ORNL.00997,3.487,1.475,20995.6,70.3,0.423,0.471,10.31,18.42,35.907947,-84.275213,20.2,0.17,NA,NA,19.4,NA,NA,0.102,0.126,1.269,0.483,0.232,0.103,3383.9,64,6.8,21.1,11.1,0.0716,5.8,1.51,1.71,1.58,46.77,29.7,97778f69-83e9-447e-a91d-2c44bd25e7a1,vst_ORNL_2014,D07,ORNL,ORNL_004,32,1,31,12,68.8,NA,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.907859,-84.275326,WGS84,16N,745882.922,3977159.048,0.15,GeoXH 6000,291.19,0.16,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2753257718357, 35.9078586466915)",745894.1098856146,3977163.387494841,43.8,27.7,NA,11.5,11
NEON.PLA.D07.ORNL.00994,3.008,1.354,19972,67.8,0.45,0.478,9.83,15.32,35.907947,-84.275213,20.2,0.17,NA,NA,21,NA,NA,0.103,0.125,0.881,0.361,0.171,0.094,2411,71.4,6.8,20.1,11.6,0.0725,4.47,1.16,1.3,1.87,48.08,25.7,dd9a8035-6f13-4be2-ac5d-3bc801d18eb4,vst_ORNL_2014,D07,ORNL,ORNL_004,32,2,31,16.4,87.7,NA,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.907859,-84.275326,WGS84,16N,745882.922,3977159.048,0.15,GeoXH 6000,291.19,0.16,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2753257718357, 35.9078586466915)",745899.3087880799,3977159.7061613975,33.3,26.8,NA,11.2,5.6
NEON.PLA.D07.ORNL.00994,3.008,1.354,19972,67.8,0.45,0.478,9.83,15.32,35.907947,-84.275213,20.2,0.17,NA,NA,21,NA,NA,0.103,0.125,0.881,0.361,0.171,0.094,2411,71.4,6.8,20.1,11.6,0.0725,4.47,1.16,1.3,1.79,47.94,26.8,dd9a8035-6f13-4be2-ac5d-3bc801d18eb4,vst_ORNL_2014,D07,ORNL,ORNL_004,32,2,31,16.4,87.7,NA,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.907859,-84.275326,WGS84,16N,745882.922,3977159.048,0.15,GeoXH 6000,291.19,0.16,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2753257718357, 35.9078586466915)",745899.3087880799,3977159.7061613975,33.3,26.8,NA,11.2,5.6
NEON.PLA.D07.ORNL.01563,2.115,0.902,3717.2,242.6,0.426,0.484,16.79,17.85,35.93025,-84.27011,20.2,0.28,NA,NA,23,NA,NA,0.103,0.124,0.965,0.578,0.275,0.128,1520.1,59.7,10.7,19.1,33.6,0.105,3.63,0.94,0.97,0.99,51.13,51.9,4d7dea45-c157-4760-8d15-80b84634d30e,vst_ORNL_2014,D07,ORNL,ORNL_001,31,4,31,9.9,52.4,NA,NA,NA,PINUS,Pinus sp.,distributed,basePlot,35.930155,-84.270225,WGS84,16N,746274.169,3979645.711,0.19,GeoXH 6000,248.06,0.28,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.2702247448205, 35.9301546342092)",746282.0126674692,3979651.751437123,49.6,24.5,NA,15.1,12.1
NEON.PLA.D07.ORNL.01907,3.278,1.028,16574.7,62,0.314,0.496,16.77,18.49,35.938232,-84.323686,20.2,0.21,NA,NA,21,NA,NA,0.103,0.113,1.371,0.51,0.259,0.102,1313.8,36.2,9.9,17.2,31.6,0.0887,7.5,2.03,1.92,1.77,49.43,28,f1815c73-599e-400a-a86a-880a24a89b61,vst_ORNL_2014,D07,ORNL,ORNL_006,40,2,31,16,37.4,NA,NA,NA,LIST2,Liquidambar styraciflua L.,distributed,basePlot,35.938125,-84.323836,WGS84,16N,741412.116,3980395.975,0.17,GeoXH 6000,283.98,0.27,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.3238359437636, 35.9381246792335)",741421.8340134356,3980408.6856339285,39.8,26.9,NA,12.2,9.9
NEON.PLA.D07.ORNL.01860,3.512,1.121,19078.6,58.8,0.319,0.47,23.24,20.89,35.938232,-84.323686,20.2,0.21,NA,NA,15.6,NA,NA,0.104,0.115,0.949,0.593,0.263,0.126,1463.7,46.5,10.2,16.6,33.4,0.0772,6.23,1.68,1.52,1.89,48.02,25.5,dced153b-756d-4d0b-bd9b-a0b4d00813bf,vst_ORNL_2014,D07,ORNL,ORNL_006,32,2,31,15.3,75.5,NA,NA,NA,LIST2,Liquidambar styraciflua L.,distributed,basePlot,35.938125,-84.323836,WGS84,16N,741412.116,3980395.975,0.17,GeoXH 6000,283.98,0.27,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.3238359437636, 35.9381246792335)",741426.9286588979,3980399.8058140622,40.3,27.6,NA,12.4,10.4
NEON.PLA.D07.ORNL.01875,3.859,0.963,22135.1,43.5,0.249,0.501,18.35,22.01,35.938232,-84.323686,20.2,0.21,NA,NA,17.7,NA,NA,0.101,0.149,2.566,0.583,0.313,0.106,475.8,51.3,11.4,25.6,14.6,0.0699,7,1.97,1.74,2.25,47.21,20.9,cab4b6f4-431e-469e-b8a4-5c8ac55aa6ec,vst_ORNL_2014,D07,ORNL,ORNL_006,32,4,31,17.2,74.2,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.938125,-84.323836,WGS84,16N,741412.116,3980395.975,0.17,GeoXH 6000,283.98,0.27,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-84.3238359437636, 35.9381246792335)",741428.6661494888,3980400.658220249,32.2,28.2,NA,10.3,5.8
NEON.PLA.D07.ORNL.01158,2.064,1.741,21893.5,79.5,0.844,0.474,11.9,16.95,35.932762,-84.332542,20.3,0.44,NA,NA,23.3,NA,NA,0.102,0.111,0.718,0.432,0.144,0.082,2016.4,55.5,6.7,17.9,9.1,0.0723,5.16,1.37,1.46,1.76,48.07,27.2,bd41aae5-40fe-42d1-87c8-852201771548,vst_ORNL_2014,D07,ORNL,ORNL_008,40,4,31,17.3,27.1,NA,NA,NA,QUAL,Quercus alba L.,distributed,basePlot,35.932689,-84.332668,WGS84,16N,740631.729,3979771.102,0.23,GeoXH 6000,326.77,0.33,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3326676646187, 35.9326894207506)",740639.6099268952,3979786.50268152,36.7,24.1,NA,11,11
NEON.PLA.D07.ORNL.01198,1.599,1.481,20037.4,73.9,0.926,0.472,12.76,14.64,35.932762,-84.332542,20.3,0.44,NA,NA,17,NA,NA,0.103,0.119,0.734,0.39,0.158,0.093,1295.4,85.3,7.2,18.8,26.2,0.0817,7.32,2.18,2.1,2.13,48.88,23,77297927-9855-4387-a99b-c86f5eb801d9,vst_ORNL_2014,D07,ORNL,ORNL_008,41,4,31,24.1,47.7,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.932689,-84.332668,WGS84,16N,740631.729,3979771.102,0.23,GeoXH 6000,326.77,0.33,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3326676646187, 35.9326894207506)",740649.5541093891,3979787.3216015757,32.8,24.7,NA,11,8.7
NEON.PLA.D07.ORNL.01181,NA,1.132,23264.6,48.7,NA,0.507,20.43,22.28,35.932762,-84.332542,20.3,0.44,NA,NA,19.8,NA,NA,0.102,0.147,2.137,0.615,0.286,0.122,626.3,55.5,11.6,26.9,10.9,0.082,9.83,2.83,2.47,2.34,47.94,20.5,59eedeaa-bdcb-4995-8085-0cf017731ce5,vst_ORNL_2014,D07,ORNL,ORNL_008,41,2,31,22.3,58.7,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.932689,-84.332668,WGS84,16N,740631.729,3979771.102,0.23,GeoXH 6000,326.77,0.33,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3326676646187, 35.9326894207506)",740650.783431912,3979782.687276195,32.2,26.8,NA,11,9
NEON.PLA.D07.ORNL.02487,2.256,1.67,18819.2,88.7,0.74,0.51,13.14,12.98,35.92537,-84.329757,20.1,0.15,NA,NA,22.9,15.6,NA,0.101,0.128,0.927,0.638,0.183,0.086,701,56.9,5.1,21.6,27.1,0.0883,6.75,1.93,2.12,1.7,48.28,28.4,7edd1081-d546-462a-bf02-819c7ca4a3da,vst_ORNL_2014,D07,ORNL,ORNL_007,32,1,33,7.2,297,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.925269,-84.32964,WGS84,16N,740927.474,3978955.298,0.17,Geo 7X (H-Star),274.18,0.25,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3296398588611, 35.9252692369007)",740921.0587530258,3978958.566731598,35,23.6,NA,13.6,8.4
NEON.PLA.D07.ORNL.02487,2.256,1.67,18819.2,88.7,0.74,0.51,13.14,12.98,35.92537,-84.329757,20.1,0.15,NA,NA,22.9,15.6,NA,0.102,0.128,0.971,0.619,0.182,0.085,739.2,58.2,5.4,22.3,28.6,0.0883,6.75,1.93,2.12,1.7,48.28,28.4,7edd1081-d546-462a-bf02-819c7ca4a3da,vst_ORNL_2014,D07,ORNL,ORNL_007,32,1,33,7.2,297,NA,NA,NA,ACRU,Acer rubrum L.,distributed,basePlot,35.925269,-84.32964,WGS84,16N,740927.474,3978955.298,0.17,Geo 7X (H-Star),274.18,0.25,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3296398588611, 35.9252692369007)",740921.0587530258,3978958.566731598,35,23.6,NA,13.6,8.4
NEON.PLA.D07.ORNL.02493,0.309,0.255,1429.2,178.6,0.826,0.51,20.52,15.21,35.92537,-84.329757,20.1,0.15,NA,NA,12.7,NA,NA,0.102,0.115,0.782,1.487,0.233,0.077,851,76.1,3,18.6,10.1,0.0993,4.28,1.37,1.31,1.18,48.61,41.1,94b1a812-2227-49dc-a00d-0ae0fdb9fdd5,vst_ORNL_2014,D07,ORNL,ORNL_007,32,4,33,9.5,333.7,NA,NA,NA,JUVI,Juniperus virginiana L.,distributed,basePlot,35.925269,-84.32964,WGS84,16N,740927.474,3978955.298,0.17,Geo 7X (H-Star),274.18,0.25,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3296398588611, 35.9252692369007)",740923.2648236873,3978963.8146210886,25.8,17.8,NA,5.9,3.7
NEON.PLA.D07.ORNL.02477,4.95,2.266,22853.2,99.1,0.458,0.482,17.25,20.25,35.92537,-84.329757,20.1,0.15,NA,NA,14.8,NA,NA,0.102,0.14,1.492,1.135,0.183,0.101,191.4,61,7.9,15.1,14.1,0.0828,7.96,2.03,2.49,1.81,47.48,26.2,4f793d0d-848a-4d3c-88cd-8e64e3c8ee62,vst_ORNL_2014,D07,ORNL,ORNL_007,32,2,33,4.6,315,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,35.925269,-84.32964,WGS84,16N,740927.474,3978955.298,0.17,Geo 7X (H-Star),274.18,0.25,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-84.3296398588611, 35.9252692369007)",740924.2213088066,3978958.5506911934,55.2,29.4,NA,12.8,10.1
